0.006428,0.1674,1,0.2314,0.02612,0.009662,0.2051,0,0,1
0.004211,0.1818,0.8018,0.3057,0.03872,0.07729,0.1482,0,0,1
0.003279,0.1611,0.7906,0.3571,0.04217,0.0628,0.1452,0,0,1
0.004244,0.1427,0.8218,0.2857,0.03713,0.09179,0.1723,0,0,1
0.004088,0.1461,0.8062,0.2714,0.04336,0.08857,0.1631,0,0,1
0.003136,0.1185,0.804,0.38,0.0419,0.1031,0.1631,0,0.5098,1
0.004094,0.1479,0.8018,0.2429,0.0435,0.0934,0.1692,0,0,1
0.004179,0.1392,0.804,0.2171,0.04548,0.09179,0.1736,0,0,1
0.005235,0.1904,0.7973,0.3086,0.0301,0.09018,0.1773,0,0,1
0.004172,0.1306,0.8018,0.3057,0.04217,0.09179,0.1834,0,0.2157,1
0.002973,0.1145,0.7706,0.3629,0.04495,0.1079,0.1643,0,0.4706,1
0.004224,0.1191,0.8151,0.28,0.04243,0.09662,0.1933,0,0,1
0.00309,0.1237,0.7639,0.3171,0.04602,0.1111,0.1618,0,0.4706,1
0.004127,0.1226,0.7929,0.28,0.04509,0.08696,0.1822,0,0.3333,1
0.004224,0.1082,0.7996,0.2914,0.04615,0.0934,0.1896,0,0,1
0.004211,0.1197,0.7884,0.2686,0.04548,0.0934,0.1828,0,0,1
0.004361,0.1122,0.8174,0.2486,0.04376,0.09823,0.202,0,0,1
0.007047,0.2089,0.8575,0.1714,0.02055,0.02415,0.2298,0,0,1
0.005189,0.1824,0.8307,0.2543,0.03063,0.009662,0.2137,0,0,1
0.004042,0.1318,0.7884,0.4,0.03872,0.08696,0.1859,0,0.1373,1
0.00414,0.1203,0.7906,0.3429,0.03899,0.08696,0.1909,0,0.3725,1
0.005548,0.2325,0.8352,0,0.02931,0.004831,0.2205,0,0,1
0.004048,0.118,0.8062,0.2857,0.03952,0.09501,0.202,0,0,1
0.004146,0.1197,0.7951,0.3029,0.04257,0.09984,0.1952,0,0,1
0.003944,0.1525,0.7795,0.2457,0.04031,0.08052,0.1853,0,0,1
0.004231,0.1295,0.7884,0.2629,0.0423,0.1047,0.1915,0,0,1
0.00442,0.1427,0.7751,0.32,0.03753,0.09501,0.1853,0,0,1
0.003951,0.1231,0.7751,0.2971,0.04283,0.09018,0.1853,0,0,1
0.004257,0.1053,0.784,0.3257,0.04429,0.09179,0.1921,0,0,1
0.004361,0.1352,0.7773,0.2829,0.04045,0.09662,0.189,0,0,1
0.004257,0.1105,0.7929,0.2886,0.04336,0.09823,0.2014,0,0.2745,1
0.00412,0.1214,0.7795,0.2429,0.04588,0.09018,0.1927,0,0,1
0.004303,0.122,0.7751,0.2686,0.0419,0.09823,0.1933,0.02857,0.4314,1
0.004159,0.1059,0.7728,0.3114,0.04747,0.09662,0.1927,0,0.1176,1
0.004355,0.1128,0.7884,0.3,0.04164,0.09179,0.2051,0,0,1
0.002947,0.1473,0.7684,0.2629,0.03885,0.09018,0.1939,0,0,1
0.005176,0.1818,0.7862,0.2943,0.02652,0.08213,0.2069,0.03492,0,1
0.004446,0.1157,0.7751,0.3029,0.04177,0.1031,0.2007,0,0,1
0.007158,0.2002,0.8508,0.05143,0.02599,0.01771,0.2557,0,0,1
0.007158,0.2002,0.8508,0.05143,0.02599,0.01771,0.2557,0,0,1
0.00442,0.1185,0.7795,0.2371,0.0427,0.1031,0.2063,0,0,1
0.004172,0.1139,0.7617,0.26,0.04495,0.09501,0.1983,0,0,1
0.004329,0.1427,0.755,0.2971,0.03912,0.09501,0.1952,0,0,1
0.007139,0.1726,0.8552,0.1229,0.02586,0.02738,0.2662,0,0,1
0.004374,0.1151,0.7639,0.2571,0.04164,0.09984,0.2057,0,0.5882,1
0.005118,0.1588,0.7751,0.3029,0.02838,0.08857,0.2205,0,0,1
0.004915,0.1415,0.7506,0.2543,0.03859,0.09179,0.21,0,0.3137,1
0.01012,0.1876,0.8241,0.12,0.02334,0.003221,0.2712,0,0.1961,1
0.007223,0.1427,0.8396,0.1429,0.02891,0.02093,0.2835,0,0,1
0.005105,0.164,0.7461,0.2686,0.0301,0.09501,0.2149,0,0,1
0.007856,0.172,0.8285,0.06286,0.02573,0.01449,0.286,0,0.3137,1
0.005287,0.1421,0.7416,0.2829,0.03382,0.09662,0.2292,0,0.2157,1
0.004518,0.1554,0.6392,0.2571,0.04018,0.08857,0.2224,0,0,1
0.004707,0.1387,0.6325,0.2829,0.04031,0.08857,0.2248,0,0,1
0.004322,0.1427,0.6258,0.2857,0.04204,0.08213,0.2217,0,0.1765,1
0.004264,0.09896,0.6036,0.2857,0.05158,0.09018,0.2242,0,0.4706,1
0.0006519,0.13,0.7728,0.2371,0.04204,0.09984,0.1804,0,0.6078,1
0.004622,0.1231,0.7751,0.2857,0.04164,0.09662,0.1853,0,0,1
0.004166,0.1582,0.833,0.2514,0.04217,0.09501,0.1606,0,0,1
0.004166,0.153,0.8151,0.2571,0.03952,0.09179,0.1754,0,0.2157,1
0.00515,0.1651,0.8062,0.2343,0.03753,0.02254,0.2057,0,0,1
0.00562,0.1772,0.7973,0.2943,0.02533,0.01932,0.2001,0.219,0,1
0.006891,0.16,0.8597,0.1686,0.02626,0.03704,0.2539,0,0.2157,1
0.007249,0.1979,0.8486,0.14,0.02042,0,0.2631,0,0,1
0.006891,0.1582,0.833,0.1743,0.02917,0.02899,0.2582,0,0.1373,1
0.006415,0.1703,0.7996,0.2371,0.02851,0.01449,0.2452,0,0,1
0.00676,0.1335,0.8129,0.1657,0.03196,0.0306,0.273,0,0.3333,1
0.00676,0.1335,0.8129,0.1657,0.03328,0.0306,0.273,0,0.3333,1
