0.015,0,0.1989,0,0.123,0.118,0.02613,0.03846,0.2723,0.06112,0.19,0.07154,0.02162,0,0.7576,0.008163,0.01172,0.2036,0.1224,0.0512,0.06375,0,0.4936,0.01361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01382,0,0,0.03361,0,0.003,0.008403,0,0,0.002518,0.03348,0,0.04968,0.05567,0.006154,0.01322,0.3631,0.4185,1
0,0,0,0,0.063,0,0.04264,0.2019,0.1319,0.154,0.155,0.04928,0.05586,0,0,0.04218,0,0,0.2862,0,0.03875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03208,0,0.02466,0,0,0.003804,0.02926,0.03522,1
0,0.02941,0.1176,0,0.127,0,0.05777,0,0,0.3105,0,0,0,0,0,0.1728,0,0,0.153,0.0672,0.1588,0,0,0.09524,0,0,0,0,0,0,0,0,0,0,0,0,0.1843,0,0,0.09677,0,0,0,0,0,0,0,0,0,0.01475,0,0.103,0.01906,0,0.006985,0.04051,0.04597,1
0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1098,0.1021,0,0.1572,0,0,0.004711,0.008252,0.00519,1
0,0,0.1345,0,0.144,0,0.06602,0,0,0,0,0.1526,0,0,0,0.06531,0.1875,0,0.2169,0,0.3013,0,0.2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0.01897,0,0.08749,0.07352,0,0.006192,0.05776,0.04356,1
0.31,0.02871,0.3473,0,0,0,0,0,0,0,0,0.06518,0,0,0,0.05578,0,0.1621,0.3357,0,0.155,0,0,0.09297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0,0.01522,0,0.08299,0.1595,0,0.003247,0.0135,0.02095,1
0,0,0.1793,0,0,0.3975,0,0,0,0,0,0,0,0,0,0.08707,0,0,0.2331,0,0,0,0.2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09289,0,0,0,0,0,0,0,0,0,0,0,0.02367,0.04425,0.1738,0.1192,0,0,0.0136,0.09752,0.05394,1
0,0,0,0,0.128,0,0.3521,0.4103,0.5447,0.313,0.64,0.2035,0,0,0,0,1,0,0.2304,0.2048,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09757,0,0,0.1524,0.2273,0.0569,1
0.0425,0,0.02241,0,0.042,0.04969,0.011,0.1346,0.03404,0.01956,0,0.09539,0.03063,0.03063,0,0,0.0332,0.01581,0.108,0,0.3962,0,0.1447,0.01814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01897,0.01652,0.0171,0.003933,0,0.004603,0.03526,0.1062,1
0.085,0.01821,0.07283,0,0.008,0.2671,0.011,0.08333,0.03404,0.3594,0.17,0.08267,0.1712,0,0.07359,0.01088,0,0,0.2727,0,0.0975,0,0.1447,0.0771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0.01124,0,0.04662,0.07837,0.03938,0.003501,0.04576,0.09935,1
0.1075,0,0,0,0.087,0.5404,0,0,0,0.1051,0,0.3466,0,0,0,0,0.3398,0,0.07831,0,0.1087,0,0,0.09751,0,0,0,0,0,0,0,0,0,0,0,0.09908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1503,0,0,0.006168,0.07952,0.03299,1
0,0,0.3137,0,0.056,0,0,0,0,0.1369,0,0,0,0,0,0.07619,0,0,0.2025,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0.02388,0,0.1107,0,0,0.002103,0.0135,0.02521,1
0.115,0,0.1289,0,0,0,0,0.1474,0,0,0,0.2194,0,0,1,0,0.08984,0.09091,0.2493,0,0.2888,0,0.5872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0.1147,0,0.01458,0.2469,0,0.003598,0.008252,0.01872,1
0,0,0.08964,0,0.064,0.3975,0.04402,0.1026,0,0,0,0.05087,0.05766,0,0,0.04354,0.0625,0,0.2043,0,0.405,0,0,0.07256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0.02482,0,0,0.04811,0.03262,0.0008051,0.006752,0.02632,1
0,0,0,0,0,0.6957,0,0.7179,0,0,0.56,0.1781,0,0,0,0,0,0,0.4041,0,0,0,0.4766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1465,0,0,0.002399,0.0105,0.007044,1
0,0,0.3978,0,0.071,0,0,0.2276,0,0.1736,0,0,0,0,0,0,0.5566,0.5632,0.1278,0,0.4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1676,0,0,0.01657,0.08702,0.04004,1
0,0,0.04202,0,0.031,0,0.02063,0,0.2681,0.03667,0.075,0,0,0,0,0.151,0,0.251,0.07111,0,0,0,0,0,0.06177,0,0,0,0,0,0,0,0,0,0,0,0.04499,0,0,0.03456,0,0,0,0,0,0,0,0,0,0.0206,0,0.1552,0.2139,0.01354,0.006631,0.03751,0.2089,1
0,0.03221,0,0,0.115,0,0.03164,0.07372,0,0.1125,0,0.1097,0.04144,0,0,0,0.1348,0.1364,0.2484,0,0.23,0,0,0.05215,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008429,0.02203,0.1514,0.01089,0,0.001292,0.03826,0.05264,1
0.4075,0,0.4566,0,0,0,0,0,0.6936,0,0,0,0,0,0,0.2218,0,0,0.2943,0,0.4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1366,0.07655,0,0.001499,0.01125,0.006487,1
0,0.09244,0.1569,0,0,0.5839,0,0.05769,0.1574,0.1834,0,0.3291,0,0,0,0,0.07227,0,0.2205,0,0.1175,0,0,0.04082,0,0,0.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01873,0,0.04356,0.03238,0,0.002433,0.02551,0.04504,1
0,0,0,0,0,0,0,0,0.3872,0,0,0,0,0,0,0,0,0,0.08191,0,0.3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03114,0,0.09577,0,0,0.002849,0.02026,0.01594,1
0,0,0,0,0.148,0.4596,0.2036,0,0,0.1809,0.37,0.1176,0.1333,0,0,0.1007,0.1445,0,0.1998,0,0.4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01944,0,0,0.002018,0.008252,0.01112,1
0.02,0.005602,0.2129,0,0.085,0.6335,0.03439,0.05449,0.2511,0.01956,0.085,0.0938,0.03063,0,0.9567,0.03401,0.01562,0.1838,0.1449,0.0272,0.0525,0,0.3617,0.01814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01843,0,0,0.04762,0.004802,0.004,0.0112,0,0,0,0.01475,0,0.07093,0.03449,0.007385,0.009721,0.5011,0.2606,1
0,0,0.03922,0,0.028,0,0.01926,0,0,0,0.07,0.02226,0,0,0,0,0,0,0.2574,0.3424,0.25,0.2894,0.05957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.01124,0,0.04338,0.02179,0.2677,0.007853,0.02701,0.2276,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9455,0,0.002115,0.006752,0.007414,1
0.0525,0.007003,0.1457,0,0.126,0.06211,0,0,0.1787,0.1271,0.105,0.08267,0.07568,0,0,0,0.1016,0,0.4077,0,0.25,0,0.1319,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006556,0,0.02538,1,0,0.01542,0.144,0.1881,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4736,0,0,0.0009985,0.003001,0.002595,1
0,0,0.08964,0,0.064,0.3975,0.08803,0.1026,0,0,0,0.05087,0.05766,0,0,0.04354,0.0625,0.06324,0.2043,0,0.405,0,0,0.07256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0.03653,0,0,0.0472,0,0.001031,0.0135,0.02892,1
0,0,0,0,0,0,0,0.3462,0,0,0,0,0,0.1946,0,0,0,0,0,0,0,0,0.4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0.04472,0,0.03438,0.1159,0,0.004423,0.0165,0.01446,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002043,0.007502,0.004634,1
0,0.03782,0,0,0,0,0.1486,0,0,0.132,0.27,0.08585,0,0,0,0.2952,0,0.1067,0.2934,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0.06013,0,0,0.0004873,0.003001,0.009639,1
0.225,0,0,0,0,0,0.1238,0,0,0,0,0,0,0,0,0,0.1758,0.1779,0.1629,0,0.34,0,0,0.2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09829,0,0,0.002726,0.0135,0.01131,1
0.0975,0,0,0,0,0.2422,0.1087,0,0,0,0,0.1256,0,0,0,0,0.07617,0,0.2133,0,0.345,0,0.5021,0.1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01428,0,0.1102,0.05537,0,0.002516,0.009002,0.01372,1
0,0,0,0,0,0,0,0.2276,0,0,0,0.1129,0,0,0,0.1946,0,0,0.3879,0,0.1787,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1075,0,0,0,0,0.06205,0,0.02376,0,0,0.001982,0.01125,0.01316,1
0.0475,0.01331,0.08123,0,0.107,0.118,0.02613,0.3109,0.3702,0.1418,0.045,0.1701,0.03423,0.1568,0.03896,0,0,0.2312,0.3339,0.1088,0.2188,0,0.0383,0.06576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008101,0.02074,0,0,0,0,0,0,0,0,0,0,0.1187,0.07273,0.06778,0.01785,0.004925,0.03601,0.1611,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8871,0,0,0.1953,0,0.2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2068,0,0,0.01214,0.02401,0.01668,1
0,0.04902,0.2941,0,0.035,0,0,0,0,0,0,0.1113,0,0,0,0.04762,0,0.2767,0.2214,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0,0.01311,0,0.1615,0,0,0.005142,0.09002,0.06469,1
0,0.02941,0,0,0.042,0.2609,0,0,0,0,0,0,0,0,0,0.05714,0,0.083,0.378,0,0,0,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0.01873,0,0.1159,0.04871,0,0.002282,0.009752,0.02039,1
0.2375,0,0.1317,0.02223,0,0.5901,0,0,0.2,0,0.235,0,0,0,0.6147,0.06395,0.0918,0.4704,0,0,0.1187,0,0,0.1066,0,0,0,0,0,0,0,0,0.0643,0,0,0,0,0,0,0,0,0,0,0,0,0.06583,0,0,0,0.1852,0,0.03042,0.1368,0.06954,0.01295,0.1935,0.1338,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.246e-05,0.0015,0.006858,1
0,0.02521,0,0,0,0.2236,0.2022,0,0,0.08802,0.18,0.1161,0,0,0,0.04898,0,0.2174,0.198,0,0.09125,0,0.1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04285,0,0.06607,0.01846,0.07508,0.004498,0.02626,0.04875,1
0,0.03711,0.1485,0,0.08,0,0.03576,0.08333,0,0.06357,0,0.08426,0.0955,0.0955,0,0,0,0,0.1935,0.0416,0.1,0,0,0,0.01691,0.03381,0,0,0,0,0,0,0.0725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121,0,0.002667,0.015,0.03021,1
0,0,0.1457,0,0.158,0,0.1444,0,0,0.2567,0.26,0.2512,0,0,0,0.07075,0,0,0.09451,0,0.065,0,0,0,0.03381,0.06762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05853,0,0,0,0,0.002729,0.0165,0.0202,1
0,0,0.05042,0,0.055,0.2298,0.02476,0.05769,0,0.04401,0,0.02862,0,0,0,0,0,0,0.06661,0,0.04625,0,0.0766,0,0,0,0,0,0,0,0,0,0.07524,0,0,0.1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01897,0,0,0.008169,1,0.001988,0.007502,0.0671,1
0,0,0,0,0.049,0,0.1348,0,0.2085,0,0,0,0,0,0,0,0,0,0.1323,0,0.3075,0,0.2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1373,0,0,0,0,0,0,0.1091,0,0,0,0,0.002058,0.008252,0.03633,1
