0.1013,0.3409,0.05797,0.04,1
0.07595,0.2273,0.05797,0.04,1
0.05063,0.2727,0.04348,0.04,1
0.03797,0.25,0.07246,0.04,1
0.08861,0.3636,0.05797,0.04,1
0.1392,0.4318,0.1014,0.12,1
0.03797,0.3182,0.05797,0.08,1
0.08861,0.3182,0.07246,0.04,1
0.01266,0.2045,0.05797,0.04,1
0.07595,0.25,0.07246,0,1
0.1392,0.3864,0.07246,0.04,1
0.06329,0.3182,0.08696,0.04,1
0.06329,0.2273,0.05797,0,1
0,0.2273,0.01449,0,1
0.1899,0.4545,0.02899,0.04,1
0.1772,0.5455,0.07246,0.12,1
0.1392,0.4318,0.04348,0.12,1
0.1013,0.3409,0.05797,0.08,1
0.1772,0.4091,0.1014,0.08,1
0.1013,0.4091,0.07246,0.08,1
0.1392,0.3182,0.1014,0.04,1
0.1013,0.3864,0.07246,0.12,1
0.03797,0.3636,0,0.04,1
0.1013,0.2955,0.1014,0.16,1
0.06329,0.3182,0.1304,0.04,1
0.08861,0.2273,0.08696,0.04,1
0.08861,0.3182,0.08696,0.12,1
0.1139,0.3409,0.07246,0.04,1
0.1139,0.3182,0.05797,0.04,1
0.05063,0.2727,0.08696,0.04,1
0.06329,0.25,0.08696,0.04,1
0.1392,0.3182,0.07246,0.12,1
0.1139,0.4773,0.07246,0,1
0.1519,0.5,0.05797,0.04,1
0.07595,0.25,0.07246,0,1
0.08861,0.2727,0.02899,0.04,1
0.1519,0.3409,0.04348,0.04,1
0.07595,0.25,0.07246,0,1
0.01266,0.2273,0.04348,0.04,1
0.1013,0.3182,0.07246,0.04,1
0.08861,0.3409,0.04348,0.08,1
0.02532,0.06818,0.04348,0.08,1
0.01266,0.2727,0.04348,0.04,1
0.08861,0.3409,0.08696,0.2,1
0.1013,0.4091,0.1304,0.12,1
0.06329,0.2273,0.05797,0.08,1
0.1013,0.4091,0.08696,0.04,1
0.03797,0.2727,0.05797,0.04,1
0.1266,0.3864,0.07246,0.04,1
0.08861,0.2955,0.05797,0.04,1
0.3418,0.2727,0.5362,0.52,2
0.2658,0.2727,0.5072,0.56,2
0.3291,0.25,0.5652,0.56,2
0.1519,0.06818,0.4348,0.48,2
0.2785,0.1818,0.5217,0.56,2
0.1772,0.1818,0.5072,0.48,2
0.2532,0.2955,0.5362,0.6,2
0.07595,0.09091,0.3333,0.36,2
0.2911,0.2045,0.5217,0.48,2
0.1139,0.1591,0.4203,0.52,2
0.08861,0,0.3623,0.36,2
0.2025,0.2273,0.4638,0.56,2
0.2152,0.04545,0.4348,0.36,2
0.2278,0.2045,0.5362,0.52,2
0.1646,0.2045,0.3768,0.48,2
0.3038,0.25,0.4928,0.52,2
0.1646,0.2273,0.5072,0.56,2
0.1899,0.1591,0.4493,0.36,2
0.2405,0.04545,0.5072,0.56,2
0.1646,0.1136,0.4203,0.4,2
0.2025,0.2727,0.5507,0.68,2
0.2278,0.1818,0.4348,0.48,2
0.2532,0.1136,0.5652,0.56,2
0.2278,0.1818,0.5362,0.44,2
0.2658,0.2045,0.4783,0.48,2
0.2911,0.2273,0.4928,0.52,2
0.3165,0.1818,0.5507,0.52,2
0.3038,0.2273,0.5797,0.64,2
0.2152,0.2045,0.5072,0.56,2
0.1772,0.1364,0.3623,0.36,2
0.1519,0.09091,0.4058,0.4,2
0.1519,0.09091,0.3913,0.36,2
0.1899,0.1591,0.4203,0.44,2
0.2152,0.1591,0.5942,0.6,2
0.1392,0.2273,0.5072,0.56,2
0.2152,0.3182,0.5072,0.6,2
0.3038,0.25,0.5362,0.56,2
0.2532,0.06818,0.4928,0.48,2
0.1646,0.2273,0.4493,0.48,2
0.1519,0.1136,0.4348,0.48,2
0.1519,0.1364,0.4928,0.44,2
0.2278,0.2273,0.5217,0.52,2
0.1899,0.1364,0.4348,0.44,2
0.08861,0.06818,0.3333,0.36,2
0.1646,0.1591,0.4638,0.48,2
0.1772,0.2273,0.4638,0.44,2
0.1772,0.2045,0.4638,0.48,2
0.2405,0.2045,0.4783,0.48,2
0.1013,0.1136,0.2899,0.4,2
0.1772,0.1818,0.4493,0.48,2
0.2532,0.2955,0.7246,0.96,3
0.1899,0.1591,0.5942,0.72,3
0.3544,0.2273,0.7101,0.8,3
0.2532,0.2045,0.6667,0.68,3
0.2785,0.2273,0.6957,0.84,3
0.4177,0.2273,0.8116,0.8,3
0.07595,0.1136,0.5072,0.64,3
0.3797,0.2045,0.7681,0.68,3
0.3038,0.1136,0.6957,0.68,3
0.3671,0.3636,0.7391,0.96,3
0.2785,0.2727,0.5942,0.76,3
0.2658,0.1591,0.6232,0.72,3
0.3165,0.2273,0.6522,0.8,3
0.1772,0.1136,0.5797,0.76,3
0.1899,0.1818,0.5942,0.92,3
0.2658,0.2727,0.6232,0.88,3
0.2785,0.2273,0.6522,0.68,3
0.4304,0.4091,0.8261,0.84,3
0.4304,0.1364,0.8551,0.88,3
0.2152,0.04545,0.5797,0.56,3
0.3291,0.2727,0.6812,0.88,3
0.1646,0.1818,0.5652,0.76,3
0.4304,0.1818,0.8261,0.76,3
0.2532,0.1591,0.5652,0.68,3
0.3038,0.2955,0.6812,0.8,3
0.3671,0.2727,0.7246,0.68,3
0.2405,0.1818,0.5507,0.68,3
0.2278,0.2273,0.5652,0.68,3
0.2658,0.1818,0.6667,0.8,3
0.3671,0.2273,0.6957,0.6,3
0.3924,0.1818,0.7391,0.72,3
0.4557,0.4091,0.7826,0.76,3
0.2658,0.1818,0.6667,0.84,3
0.2532,0.1818,0.5942,0.56,3
0.2278,0.1364,0.6667,0.52,3
0.4304,0.2273,0.7391,0.88,3
0.2532,0.3182,0.6667,0.92,3
0.2658,0.25,0.6522,0.68,3
0.2152,0.2273,0.5507,0.68,3
0.3291,0.25,0.6377,0.8,3
0.3038,0.25,0.6667,0.92,3
0.3291,0.25,0.5942,0.88,3
0.1899,0.1591,0.5942,0.72,3
0.3165,0.2727,0.7101,0.88,3
0.3038,0.2955,0.6812,0.96,3
0.3038,0.2273,0.6087,0.88,3
0.2532,0.1136,0.5797,0.72,3
0.2785,0.2273,0.6087,0.76,3
0.2405,0.3182,0.6377,0.88,3
0.2025,0.2273,0.5942,0.68,3
